person_id,population_group,sex,age,years_in_germany,education_level,german_language_cefr,deskilling_penalty,annual_gross_wage_eur,monthly_remittances_eur,pension_ep_accumulated,deposit_assets_eur,investment_assets_eur,housing_real_estate_eur,total_debt_eur,financial_wealth_eur,net_wealth_eur
ID_000174,German_Native,Male,68,68.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,46.55,17470.51,0.0,0.0,0.0,17470.51,17470.51
ID_000175,German_Native,Female,70,70.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,47.65,5178.97,0.0,601257.76,0.0,5178.97,606436.73
ID_000176,German_Native,Female,66,66.0,Medium (Vocational),C1/C2,0.0,35343.41,0.0,33.35,1973.65,0.0,421176.98,0.0,1973.65,423150.63
ID_000177,General_Migrant,Female,46,32.1,Medium (Vocational),B1,0.04,58857.57,125.04,28.44,598.37,0.0,0.0,2451.71,598.37,-1853.34
ID_000178,German_Native,Female,52,52.0,Medium (Vocational),C1/C2,0.0,43627.78,0.0,27.3,5870.75,0.0,0.0,0.0,5870.75,5870.75
ID_000179,Migrant_2ndGen,Female,31,31.0,Medium (Vocational),C1/C2,0.02,44211.52,22.77,13.36,790.04,1714.04,226228.08,223266.79,2504.08,5465.37
ID_000180,German_Native,Male,43,43.0,High (Tertiary),C1/C2,0.0,74215.9,0.0,36.47,10214.84,0.0,0.0,1597.36,10214.84,8617.48
ID_000181,German_Native,Male,37,37.0,High (Tertiary),C1/C2,0.0,96458.94,0.0,28.55,4782.71,0.0,259368.71,254423.82,4782.71,9727.6
ID_000182,German_Native,Male,35,35.0,Medium (Vocational),C1/C2,0.0,52351.35,0.0,14.72,809.57,12550.67,0.0,0.0,13360.24,13360.24
ID_000183,Migrant_2ndGen,Male,37,37.0,Medium (Vocational),C1/C2,0.02,47339.46,29.48,16.58,2269.25,4591.49,0.0,1035.28,6860.74,5825.46
ID_000184,Ukrainian_Refugee_2022plus,Female,29,1.9,High (Tertiary),B1,0.28,18788.96,256.56,0.35,941.33,0.0,0.0,0.0,941.33,941.33
ID_000185,German_Native,Female,38,38.0,Medium (Vocational),C1/C2,0.0,52346.26,0.0,16.67,476.54,0.0,0.0,464.32,476.54,12.22
ID_000186,General_Migrant,Female,39,14.4,Medium (Vocational),C1/C2,0.04,75202.79,118.16,21.17,1307.05,0.0,0.0,0.0,1307.05,1307.05
ID_000187,General_Refugee,Male,23,10.1,Medium (Vocational),B1,0.08,46202.26,73.94,2.52,1590.93,0.0,262667.24,279668.89,1590.93,-15410.72
ID_000188,German_Native,Female,65,65.0,High (Tertiary),C1/C2,0.0,64798.46,0.0,58.36,10972.55,0.0,298500.46,0.0,10972.55,309473.01
ID_000189,German_Native,Female,33,33.0,Medium (Vocational),C1/C2,0.0,56271.43,0.0,14.28,888.69,0.0,0.0,0.0,888.69,888.69
ID_000190,German_Native,Male,55,55.0,Medium (Vocational),C1/C2,0.0,98290.4,0.0,74.01,32417.78,0.0,510236.98,77233.51,32417.78,465421.25
ID_000191,German_Native,Female,35,35.0,Medium (Vocational),C1/C2,0.0,45964.55,0.0,13.46,15393.58,0.0,0.0,0.0,15393.58,15393.58
ID_000192,Ukrainian_Refugee_2022plus,Female,47,1.0,High (Tertiary),A1/A2,0.28,12983.27,574.26,0.0,1138.78,0.0,0.0,1920.32,1138.78,-781.54
ID_000193,Ukrainian_Migrant_Pre2022,Male,53,5.3,High (Tertiary),B2,0.03,53587.94,118.94,5.2,2837.72,2057.65,0.0,0.0,4895.37,4895.37
ID_000194,German_Native,Male,50,50.0,High (Tertiary),C1/C2,0.0,62257.76,0.0,39.69,10664.42,0.0,399432.21,164306.05,10664.42,245790.58
ID_000195,German_Native,Male,31,31.0,Medium (Vocational),C1/C2,0.0,42308.02,0.0,8.82,4372.86,6327.3,0.0,0.0,10700.16,10700.16
ID_000196,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,43575.98,0.0,14.96,5400.69,0.0,0.0,0.0,5400.69,5400.69
ID_000197,General_Migrant,Male,58,9.1,Medium (Vocational),A1/A2,0.04,49591.33,135.81,9.3,11253.26,2076.82,0.0,0.0,13330.08,13330.08
ID_000198,Ukrainian_Refugee_2022plus,Male,49,2.7,Medium (Vocational),B1,0.1,33654.18,190.38,1.44,569.41,0.0,0.0,0.0,569.41,569.41
ID_000199,Ukrainian_Refugee_2022plus,Male,21,2.9,Medium (Vocational),C1/C2,0.1,28846.2,10.87,0.0,100.0,0.0,0.0,0.0,100.0,100.0
ID_000200,General_Migrant,Male,36,20.0,Low,C1/C2,0.04,31296.02,183.58,8.5,1255.98,97467.61,0.0,0.0,98723.59,98723.59
ID_000201,German_Native,Male,30,30.0,Low,C1/C2,0.0,59219.63,0.0,12.93,4155.77,0.0,0.0,0.0,4155.77,4155.77
ID_000202,German_Native,Female,63,63.0,Medium (Vocational),C1/C2,0.0,73028.87,0.0,68.16,1712.89,4495.58,515218.81,0.0,6208.47,521427.28
ID_000203,German_Native,Male,34,34.0,Low,C1/C2,0.0,54678.26,0.0,16.08,9163.37,1942.44,0.0,1013.87,11105.81,10091.94
ID_000204,Ukrainian_Refugee_2022plus,Male,40,0.8,High (Tertiary),B1,0.28,23425.55,44.52,0.0,123.98,0.0,0.0,0.0,123.98,123.98
ID_000205,German_Native,Male,36,36.0,High (Tertiary),C1/C2,0.0,76301.28,0.0,24.24,3745.61,4790.94,0.0,0.0,8536.55,8536.55
ID_000206,German_Native,Female,49,49.0,High (Tertiary),C1/C2,0.0,148042.45,0.0,54.43,24190.75,0.0,335800.27,159975.68,24190.75,200015.34
ID_000207,German_Native,Female,43,43.0,Medium (Vocational),C1/C2,0.0,54812.02,0.0,24.94,3758.64,0.0,0.0,69.61,3758.64,3689.03
ID_000208,General_Migrant,Female,39,3.7,Medium (Vocational),B2,0.04,45222.17,146.58,2.78,323.51,2513.33,0.0,4419.17,2836.84,-1582.33
ID_000209,German_Native,Male,71,71.0,Low,C1/C2,0.0,0.0,0.0,48.76,73663.36,0.0,410712.41,0.0,73663.36,484375.77
ID_000210,German_Native,Male,28,28.0,High (Tertiary),C1/C2,0.0,112512.66,0.0,16.2,765.76,0.0,0.0,0.0,765.76,765.76
ID_000211,German_Native,Female,18,18.0,High (Tertiary),C1/C2,0.0,42165.8,0.0,0.0,5164.14,0.0,280155.69,438490.42,5164.14,-153170.59
ID_000212,General_Migrant,Male,25,30.2,High (Tertiary),B2,0.04,34543.17,42.69,3.44,2820.79,0.0,0.0,0.0,2820.79,2820.79
ID_000213,General_Migrant,Male,51,1.4,Medium (Vocational),B2,0.04,35691.64,11.44,0.68,1135.58,0.0,388147.51,129538.39,1135.58,259744.7
ID_000214,German_Native,Female,48,48.0,Medium (Vocational),C1/C2,0.0,41496.29,0.0,26.69,7896.34,0.0,0.0,0.0,7896.34,7896.34
ID_000215,General_Migrant,Male,65,7.0,Medium (Vocational),C1/C2,0.04,38628.52,14.52,5.53,3467.03,0.0,0.0,185.97,3467.03,3281.06
ID_000216,German_Native,Female,40,40.0,High (Tertiary),C1/C2,0.0,50363.53,0.0,18.22,9533.12,0.0,417307.44,295520.51,9533.12,131320.05
ID_000217,German_Native,Female,18,18.0,High (Tertiary),C1/C2,0.0,38604.58,0.0,0.0,225.4,500.0,0.0,0.0,725.4,725.4
ID_000218,General_Migrant,Female,36,33.3,Low,B2,0.04,29974.34,347.62,13.31,5067.73,13690.19,0.0,0.0,18757.92,18757.92
ID_000219,German_Native,Male,65,65.0,High (Tertiary),C1/C2,0.0,86452.5,0.0,65.23,52446.67,26015.38,257904.32,0.0,78462.05,336366.37
ID_000220,General_Refugee,Male,30,11.2,Medium (Vocational),B1,0.08,36373.06,293.78,6.48,180.71,0.0,0.0,2339.35,180.71,-2158.64
ID_000221,General_Migrant,Female,55,19.2,Medium (Vocational),B2,0.04,30355.22,134.89,18.4,10088.45,0.0,0.0,0.0,10088.45,10088.45
ID_000222,German_Native,Female,44,44.0,High (Tertiary),C1/C2,0.0,65175.07,0.0,30.89,18360.05,8041.24,388097.99,210221.63,26401.29,204277.65
ID_000223,German_Native,Male,33,33.0,Medium (Vocational),C1/C2,0.0,31920.09,0.0,7.3,3205.95,3264.33,0.0,0.0,6470.28,6470.28
ID_000224,German_Native,Female,18,18.0,High (Tertiary),C1/C2,0.0,44812.89,0.0,0.0,1105.43,0.0,446866.69,707203.23,1105.43,-259231.11
ID_000225,German_Native,Female,53,53.0,Medium (Vocational),C1/C2,0.0,91157.9,0.0,68.99,6846.72,0.0,360370.08,85870.32,6846.72,281346.48
ID_000226,German_Native,Male,53,53.0,High (Tertiary),C1/C2,0.0,125673.94,0.0,59.73,10701.82,0.0,0.0,0.0,10701.82,10701.82
ID_000227,Migrant_2ndGen,Male,29,29.0,High (Tertiary),C1/C2,0.02,80852.0,25.64,15.78,15048.55,0.0,0.0,366.4,15048.55,14682.15
ID_000228,German_Native,Male,47,47.0,Medium (Vocational),C1/C2,0.0,62528.85,0.0,32.01,8284.51,0.0,0.0,0.0,8284.51,8284.51
ID_000229,Ukrainian_Refugee_2022plus,Female,51,2.7,High (Tertiary),C1/C2,0.1,23085.31,272.21,0.84,609.32,0.0,0.0,681.64,609.32,-72.32
ID_000230,German_Native,Male,71,71.0,High (Tertiary),C1/C2,0.0,0.0,0.0,45.76,4316.68,0.0,0.0,3105.9,4316.68,1210.78
ID_000231,General_Migrant,Female,55,22.2,Medium (Vocational),B2,0.04,59904.92,8.51,27.01,29887.03,8510.2,0.0,0.0,38397.23,38397.23
ID_000232,German_Native,Female,64,64.0,High (Tertiary),C1/C2,0.0,56496.24,0.0,53.57,7134.61,0.0,0.0,4849.47,7134.61,2285.14
ID_000233,German_Native,Male,67,67.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,38.0,3094.58,35349.62,0.0,2106.68,38444.2,36337.52
ID_000234,German_Native,Male,36,36.0,High (Tertiary),C1/C2,0.0,120785.1,0.0,26.96,2290.87,0.0,0.0,0.0,2290.87,2290.87
ID_000235,German_Native,Female,66,66.0,High (Tertiary),C1/C2,0.0,46301.72,0.0,37.56,3661.26,0.0,355806.03,0.0,3661.26,359467.29
ID_000236,General_Migrant,Female,33,25.4,Medium (Vocational),B1,0.04,57206.07,39.42,19.09,4301.18,0.0,0.0,0.0,4301.18,4301.18
ID_000237,German_Native,Female,70,70.0,High (Tertiary),C1/C2,0.0,0.0,0.0,47.18,8425.52,0.0,0.0,0.0,8425.52,8425.52
ID_000238,German_Native,Male,34,34.0,Medium (Vocational),C1/C2,0.0,63653.69,0.0,18.56,936.35,0.0,0.0,335.75,936.35,600.6
ID_000239,German_Native,Female,43,43.0,Medium (Vocational),C1/C2,0.0,81989.46,0.0,39.88,2495.66,0.0,216272.46,161703.16,2495.66,57064.96
ID_000240,German_Native,Male,77,77.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,44.69,91745.4,0.0,233583.31,0.0,91745.4,325328.71
ID_000241,Migrant_2ndGen,Female,26,26.0,Medium (Vocational),C1/C2,0.02,32138.16,4.62,6.97,1008.08,3177.42,0.0,0.0,4185.5,4185.5
ID_000242,Migrant_2ndGen,Male,27,27.0,Medium (Vocational),C1/C2,0.02,25635.43,33.07,3.07,6443.77,0.0,0.0,1707.33,6443.77,4736.44
ID_000243,Ukrainian_Migrant_Pre2022,Female,33,9.0,High (Tertiary),B2,0.03,36703.3,76.74,8.58,11391.43,0.0,382495.51,377979.89,11391.43,15907.05
ID_000244,German_Native,Male,28,28.0,Medium (Vocational),C1/C2,0.0,65822.12,0.0,10.45,2328.48,0.0,0.0,1904.28,2328.48,424.2
ID_000245,German_Native,Female,59,59.0,Medium (Vocational),C1/C2,0.0,80620.98,0.0,55.18,2007.59,26225.37,569843.02,19691.38,28232.96,578384.6
ID_000246,Migrant_2ndGen,Female,27,27.0,Medium (Vocational),C1/C2,0.02,24652.4,4.15,6.74,11582.06,0.0,0.0,0.0,11582.06,11582.06
ID_000247,German_Native,Male,19,19.0,Medium (Vocational),C1/C2,0.0,34523.23,0.0,0.0,217.93,0.0,537296.97,967861.54,217.93,-430346.64
ID_000248,Migrant_2ndGen,Male,18,18.0,High (Tertiary),C1/C2,0.02,58866.44,13.39,0.0,719.83,0.0,0.0,1688.86,719.83,-969.03
ID_000249,Migrant_2ndGen,Male,31,31.0,High (Tertiary),C1/C2,0.02,116382.75,8.37,24.06,11970.4,0.0,0.0,3334.57,11970.4,8635.83
ID_000250,General_Refugee,Female,34,8.3,High (Tertiary),B2,0.08,73225.03,142.04,12.0,4495.53,0.0,0.0,455.61,4495.53,4039.92
ID_000251,German_Native,Female,58,58.0,Medium (Vocational),C1/C2,0.0,69001.9,0.0,50.27,5940.32,0.0,377250.89,22881.2,5940.32,360310.01
ID_000252,German_Native,Female,46,46.0,Medium (Vocational),C1/C2,0.0,50568.93,0.0,27.5,10567.12,6874.52,0.0,1288.3,17441.64,16153.34
ID_000253,General_Refugee,Female,48,8.8,Low,B2,0.08,43700.49,15.67,5.75,1914.83,0.0,0.0,0.0,1914.83,1914.83
ID_000254,German_Native,Male,57,57.0,High (Tertiary),C1/C2,0.0,83618.48,0.0,57.72,2757.54,0.0,466577.52,50427.12,2757.54,418907.94
ID_000255,German_Native,Female,46,46.0,Medium (Vocational),C1/C2,0.0,41848.58,0.0,24.5,28898.57,0.0,0.0,0.0,28898.57,28898.57
ID_000256,German_Native,Male,56,56.0,Medium (Vocational),C1/C2,0.0,65946.71,0.0,43.08,6480.78,0.0,411097.94,72344.02,6480.78,345234.7
ID_000257,Migrant_2ndGen,Male,41,41.0,Medium (Vocational),C1/C2,0.02,79164.77,37.58,31.73,3671.15,0.0,0.0,729.24,3671.15,2941.91
ID_000258,General_Migrant,Male,35,25.8,Medium (Vocational),B1,0.04,130944.01,220.88,29.75,3987.83,0.0,0.0,251.5,3987.83,3736.33
ID_000259,German_Native,Male,32,32.0,Medium (Vocational),C1/C2,0.0,67687.99,0.0,15.18,8230.06,3917.71,0.0,0.0,12147.77,12147.77
ID_000260,German_Native,Female,38,38.0,Medium (Vocational),C1/C2,0.0,43684.98,0.0,15.59,3241.58,0.0,0.0,0.0,3241.58,3241.58
ID_000261,German_Native,Male,61,61.0,Medium (Vocational),C1/C2,0.0,51004.66,0.0,37.48,2979.45,0.0,0.0,1717.22,2979.45,1262.23
ID_000262,Migrant_2ndGen,Female,44,44.0,Medium (Vocational),C1/C2,0.02,69440.75,77.81,40.54,48889.26,0.0,0.0,0.0,48889.26,48889.26
ID_000263,German_Native,Male,52,52.0,High (Tertiary),C1/C2,0.0,43990.35,0.0,27.24,8156.08,0.0,308169.66,103619.45,8156.08,212706.29
ID_000264,German_Native,Female,27,27.0,Medium (Vocational),C1/C2,0.0,30487.33,0.0,4.69,322.7,8420.78,0.0,0.0,8743.48,8743.48
ID_000265,Ukrainian_Refugee_2022plus,Female,36,1.3,High (Tertiary),B1,0.28,35422.84,197.75,0.76,100.0,0.0,0.0,0.0,100.0,100.0
ID_000266,General_Migrant,Male,41,28.7,High (Tertiary),B2,0.04,63488.96,46.62,25.78,4089.88,33104.89,0.0,0.0,37194.77,37194.77
ID_000267,General_Migrant,Female,37,18.1,Medium (Vocational),B2,0.04,56986.18,159.06,22.76,1665.61,0.0,0.0,0.0,1665.61,1665.61
ID_000268,General_Migrant,Male,50,18.1,High (Tertiary),C1/C2,0.04,46265.19,64.81,16.52,7173.25,18451.32,0.0,0.0,25624.57,25624.57
ID_000269,German_Native,Female,25,25.0,Low,C1/C2,0.0,24342.8,0.0,5.39,911.66,0.0,0.0,0.0,911.66,911.66
ID_000270,German_Native,Female,51,51.0,High (Tertiary),C1/C2,0.0,62223.49,0.0,32.78,9111.46,0.0,454388.98,161190.23,9111.46,302310.21
ID_000271,General_Migrant,Female,44,9.8,Low,A1/A2,0.04,28437.61,23.14,4.93,2304.26,0.0,0.0,0.0,2304.26,2304.26
ID_000272,General_Refugee,Male,18,11.3,High (Tertiary),B1,0.22,24565.78,149.61,0.0,100.0,0.0,0.0,0.0,100.0,100.0
ID_000273,General_Refugee,Female,34,8.3,High (Tertiary),A1/A2,0.22,29938.33,324.74,3.99,232.35,0.0,0.0,0.0,232.35,232.35
ID_000274,Ukrainian_Migrant_Pre2022,Male,40,20.5,High (Tertiary),A1/A2,0.08,63555.61,213.16,24.15,6223.4,701.75,0.0,1189.4,6925.15,5735.75
ID_000275,German_Native,Female,42,42.0,High (Tertiary),C1/C2,0.0,76341.27,0.0,38.41,4426.56,15081.5,313794.51,194911.43,19508.06,138391.14
ID_000276,German_Native,Female,50,50.0,High (Tertiary),C1/C2,0.0,72279.31,0.0,44.23,2749.91,0.0,428100.33,142913.33,2749.91,287936.91
ID_000277,General_Migrant,Female,49,17.9,High (Tertiary),B2,0.04,39237.01,172.9,14.73,10363.17,0.0,0.0,0.0,10363.17,10363.17
ID_000278,German_Native,Male,64,64.0,Medium (Vocational),C1/C2,0.0,86413.2,0.0,72.46,3067.42,0.0,0.0,0.0,3067.42,3067.42
ID_000279,General_Migrant,Male,41,2.2,High (Tertiary),C1/C2,0.04,59943.99,227.03,2.07,1071.99,0.0,0.0,0.0,1071.99,1071.99
ID_000280,General_Migrant,Male,57,7.4,High (Tertiary),C1/C2,0.04,98176.86,72.51,15.17,3465.06,3258.74,0.0,0.0,6723.8,6723.8
ID_000281,Ukrainian_Refugee_2022plus,Male,30,1.3,High (Tertiary),A1/A2,0.28,37653.16,63.91,0.79,100.0,0.0,0.0,0.0,100.0,100.0
ID_000282,German_Native,Female,49,49.0,Medium (Vocational),C1/C2,0.0,39554.4,0.0,20.58,10591.95,1602.39,295176.09,94313.15,12194.34,213057.28
ID_000283,German_Native,Male,71,71.0,Low,C1/C2,0.0,0.0,0.0,40.24,4412.71,0.0,321497.85,0.0,4412.71,325910.56
ID_000284,German_Native,Female,18,18.0,High (Tertiary),C1/C2,0.0,22785.18,0.0,0.0,335.75,1185.26,0.0,0.0,1521.01,1521.01
ID_000285,German_Native,Male,55,55.0,High (Tertiary),C1/C2,0.0,119000.49,0.0,77.93,3725.56,0.0,290186.29,49937.29,3725.56,243974.56
ID_000286,German_Native,Female,23,23.0,Medium (Vocational),C1/C2,0.0,50687.86,0.0,6.2,1223.51,0.0,0.0,3015.62,1223.51,-1792.11
ID_000287,German_Native,Male,46,46.0,Medium (Vocational),C1/C2,0.0,98789.2,0.0,47.48,1980.9,0.0,289332.24,173939.33,1980.9,117373.81
ID_000288,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,23111.44,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0
ID_000289,German_Native,Female,55,55.0,Medium (Vocational),C1/C2,0.0,97869.21,0.0,57.1,25883.8,0.0,264925.64,49366.07,25883.8,241443.37
ID_000290,German_Native,Male,60,60.0,High (Tertiary),C1/C2,0.0,86311.15,0.0,58.5,28845.61,20778.48,307750.3,0.0,49624.09,357374.39
ID_000291,German_Native,Male,66,66.0,Medium (Vocational),C1/C2,0.0,55163.42,0.0,44.74,5498.63,0.0,0.0,0.0,5498.63,5498.63
ID_000292,German_Native,Male,68,68.0,Low,C1/C2,0.0,0.0,0.0,41.36,30740.67,0.0,351106.67,0.0,30740.67,381847.34
ID_000293,General_Refugee,Male,22,10.4,Medium (Vocational),C1/C2,0.08,92756.07,568.39,3.47,1281.53,0.0,0.0,1319.45,1281.53,-37.92
ID_000294,German_Native,Male,32,32.0,Medium (Vocational),C1/C2,0.0,63577.21,0.0,14.13,5107.83,29367.58,0.0,0.0,34475.41,34475.41
ID_000295,German_Native,Male,33,33.0,Medium (Vocational),C1/C2,0.0,51189.09,0.0,11.37,12212.45,0.0,0.0,0.0,12212.45,12212.45
ID_000296,German_Native,Female,64,64.0,Low,C1/C2,0.0,53381.44,0.0,43.51,21263.55,0.0,0.0,0.0,21263.55,21263.55
ID_000297,General_Migrant,Female,47,24.5,Medium (Vocational),B2,0.04,47535.44,32.49,25.16,16221.31,0.0,308819.38,125350.57,16221.31,199690.12
ID_000298,German_Native,Male,43,43.0,High (Tertiary),C1/C2,0.0,99233.81,0.0,39.94,1135.87,12044.93,0.0,0.0,13180.8,13180.8
ID_000299,German_Native,Female,40,40.0,Medium (Vocational),C1/C2,0.0,75305.75,0.0,29.72,2203.61,7113.83,206694.04,120540.71,9317.44,95470.77
ID_000300,German_Native,Male,39,39.0,Medium (Vocational),C1/C2,0.0,65472.6,0.0,21.22,3720.35,0.0,0.0,4565.03,3720.35,-844.68
ID_000301,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,20119.65,0.0,0.0,1136.0,0.0,0.0,0.0,1136.0,1136.0
ID_000302,German_Native,Male,66,66.0,Medium (Vocational),C1/C2,0.0,52573.7,0.0,40.02,6803.21,12083.81,337078.3,0.0,18887.02,355965.32
ID_000303,German_Native,Male,73,73.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,42.14,11693.0,0.0,0.0,0.0,11693.0,11693.0
ID_000304,German_Native,Female,36,36.0,High (Tertiary),C1/C2,0.0,91167.34,0.0,26.81,2200.13,1813.24,0.0,0.0,4013.37,4013.37
ID_000305,General_Migrant,Male,35,2.5,Medium (Vocational),B2,0.04,56940.66,41.5,2.5,315.59,0.0,0.0,0.0,315.59,315.59
ID_000306,Migrant_2ndGen,Female,42,42.0,Medium (Vocational),C1/C2,0.02,29660.46,40.98,11.67,2854.28,0.0,0.0,0.0,2854.28,2854.28
ID_000307,German_Native,Male,35,35.0,Medium (Vocational),C1/C2,0.0,74970.99,0.0,19.09,4510.66,2232.09,0.0,0.0,6742.75,6742.75
ID_000308,German_Native,Male,52,52.0,Medium (Vocational),C1/C2,0.0,64836.63,0.0,41.03,33597.74,2172.95,588481.9,160805.01,35770.69,463447.58
ID_000309,General_Migrant,Male,49,17.9,Medium (Vocational),A1/A2,0.04,39576.37,50.36,12.89,5501.24,0.0,0.0,0.0,5501.24,5501.24
ID_000310,German_Native,Female,81,81.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,48.86,3431.74,0.0,351975.41,0.0,3431.74,355407.15
ID_000311,German_Native,Female,27,27.0,Medium (Vocational),C1/C2,0.0,24744.05,0.0,3.4,2174.23,7734.49,0.0,1390.89,9908.72,8517.83
ID_000312,German_Native,Male,50,50.0,Medium (Vocational),C1/C2,0.0,75591.91,0.0,37.27,2105.45,0.0,528093.11,193100.07,2105.45,337098.49
ID_000313,German_Native,Male,84,84.0,High (Tertiary),C1/C2,0.0,0.0,0.0,54.2,3465.62,0.0,0.0,2052.82,3465.62,1412.8
ID_000314,Migrant_2ndGen,Male,41,41.0,High (Tertiary),C1/C2,0.02,71608.15,41.0,32.54,5319.24,0.0,0.0,0.0,5319.24,5319.24
ID_000315,General_Refugee,Male,32,10.0,Medium (Vocational),B2,0.08,32178.45,29.86,5.33,327.34,0.0,0.0,3118.92,327.34,-2791.58
ID_000316,General_Migrant,Female,36,18.8,Low,B2,0.04,40122.36,192.98,19.36,2632.04,0.0,0.0,0.0,2632.04,2632.04
ID_000317,German_Native,Female,31,31.0,Medium (Vocational),C1/C2,0.0,37080.57,0.0,11.27,1148.79,0.0,0.0,0.0,1148.79,1148.79
ID_000318,German_Native,Female,31,31.0,Medium (Vocational),C1/C2,0.0,75167.42,0.0,19.56,2141.58,0.0,0.0,0.0,2141.58,2141.58
ID_000319,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,26034.96,0.0,0.0,362.87,0.0,0.0,0.0,362.87,362.87
ID_000320,German_Native,Female,41,41.0,Medium (Vocational),C1/C2,0.0,61652.64,0.0,31.47,2168.26,0.0,278546.89,178999.23,2168.26,101715.92
ID_000321,German_Native,Female,55,55.0,Medium (Vocational),C1/C2,0.0,50516.51,0.0,38.04,72350.31,0.0,229297.88,32920.05,72350.31,268728.14
ID_000322,General_Migrant,Male,39,1.8,Medium (Vocational),A1/A2,0.04,58569.91,48.91,1.01,117.56,0.0,0.0,5634.1,117.56,-5516.54
ID_000323,General_Migrant,Male,27,10.7,High (Tertiary),B2,0.04,46155.56,87.09,6.67,13339.5,0.0,0.0,0.0,13339.5,13339.5
ID_000324,German_Native,Female,49,49.0,Medium (Vocational),C1/C2,0.0,63817.83,0.0,42.73,28100.07,0.0,362196.89,116736.48,28100.07,273560.48
ID_000325,Migrant_2ndGen,Male,18,18.0,Low,C1/C2,0.02,51536.13,19.61,0.0,199.59,0.0,0.0,2230.46,199.59,-2030.87
ID_000326,General_Migrant,Male,36,30.3,High (Tertiary),C1/C2,0.04,48495.28,82.46,12.88,749.27,0.0,0.0,3833.16,749.27,-3083.89
ID_000327,German_Native,Male,76,76.0,High (Tertiary),C1/C2,0.0,0.0,0.0,43.21,3094.25,0.0,0.0,0.0,3094.25,3094.25
ID_000328,German_Native,Female,59,59.0,High (Tertiary),C1/C2,0.0,89590.93,0.0,61.02,9335.4,76068.91,0.0,0.0,85404.31,85404.31
ID_000329,German_Native,Female,61,61.0,High (Tertiary),C1/C2,0.0,39041.95,0.0,34.17,883.63,0.0,608592.78,0.0,883.63,609476.41
ID_000330,German_Native,Male,20,20.0,High (Tertiary),C1/C2,0.0,51060.49,0.0,0.0,232.36,0.0,0.0,1011.9,232.36,-779.54
ID_000331,German_Native,Female,54,54.0,High (Tertiary),C1/C2,0.0,68549.92,0.0,39.93,14057.25,0.0,272197.24,52059.0,14057.25,234195.49
ID_000332,General_Migrant,Male,18,25.7,Medium (Vocational),B2,0.04,40473.52,76.0,0.0,459.46,5650.09,0.0,1250.11,6109.55,4859.44
ID_000333,German_Native,Male,49,49.0,Medium (Vocational),C1/C2,0.0,55391.07,0.0,28.38,13484.17,53819.13,0.0,3692.74,67303.3,63610.56
ID_000334,German_Native,Female,60,60.0,Low,C1/C2,0.0,72956.35,0.0,52.29,20260.06,0.0,0.0,4370.02,20260.06,15890.04
ID_000335,German_Native,Female,51,51.0,Medium (Vocational),C1/C2,0.0,57147.68,0.0,34.4,2743.41,12751.11,359130.05,139136.42,15494.52,235488.15
ID_000336,German_Native,Male,56,56.0,Medium (Vocational),C1/C2,0.0,69300.43,0.0,45.35,1399.44,0.0,500437.96,67095.17,1399.44,434742.23
ID_000337,General_Refugee,Female,35,8.0,Medium (Vocational),C1/C2,0.08,47320.79,337.61,6.45,4815.61,0.0,0.0,1142.9,4815.61,3672.71
ID_000338,General_Migrant,Female,28,28.6,High (Tertiary),B2,0.04,84610.39,44.27,13.2,1512.4,0.0,0.0,0.0,1512.4,1512.4
ID_000339,German_Native,Female,66,66.0,Medium (Vocational),C1/C2,0.0,62415.43,0.0,63.19,7726.12,0.0,407191.56,0.0,7726.12,414917.68
ID_000340,German_Native,Female,60,60.0,Medium (Vocational),C1/C2,0.0,36478.88,0.0,31.54,20193.3,0.0,0.0,0.0,20193.3,20193.3
ID_000341,German_Native,Female,47,47.0,High (Tertiary),C1/C2,0.0,57247.53,0.0,28.03,5857.36,0.0,0.0,0.0,5857.36,5857.36
ID_000342,German_Native,Female,36,36.0,Medium (Vocational),C1/C2,0.0,55676.1,0.0,19.61,11096.77,0.0,0.0,0.0,11096.77,11096.77
ID_000343,German_Native,Male,78,78.0,Low,C1/C2,0.0,0.0,0.0,52.69,2798.45,0.0,279351.0,0.0,2798.45,282149.45
ID_000344,German_Native,Male,71,71.0,Low,C1/C2,0.0,0.0,0.0,49.37,16218.23,0.0,0.0,0.0,16218.23,16218.23
ID_000345,German_Native,Male,55,55.0,Low,C1/C2,0.0,70198.39,0.0,42.09,22133.75,0.0,528528.32,108929.79,22133.75,441732.28
ID_000346,German_Native,Male,61,61.0,Medium (Vocational),C1/C2,0.0,105680.39,0.0,85.94,7467.68,0.0,402864.99,0.0,7467.68,410332.67
ID_000347,German_Native,Male,70,70.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,39.52,7225.36,0.0,0.0,0.0,7225.36,7225.36
